+33;+90;0;-33;-90;180;stop;forward;backward;left;right
0.417;0.591;0.362;0.343;0.111;0.091;0;1;0;0;0
0.417;0.591;0.362;0.343;0.111;0.091;0;1;0;0;0
0.417;0.591;0.362;0.343;0.111;0.091;0;1;0;0;0
0.416;0.592;0.362;0.344;0.112;0.092;0;1;0;0;0
0.416;0.592;0.352;0.344;0.112;0.092;0;1;0;0;0
0.416;0.592;0.352;0.344;0.112;0.092;0;1;0;0;0
0.416;0.592;0.352;0.344;0.112;0.092;0;1;0;0;0
0.416;0.592;0.352;0.344;0.112;0.092;0;1;0;0;0
0.388;0.592;0.352;0.342;0.113;0.120;0;1;0;0;0
0.388;0.592;0.324;0.342;0.113;0.120;0;1;0;0;0
0.388;0.592;0.324;0.342;0.113;0.120;0;1;0;0;0
0.388;0.592;0.324;0.342;0.113;0.120;0;1;0;0;0
0.388;0.592;0.324;0.342;0.113;0.120;0;1;0;0;0
0.349;0.586;0.288;0.331;0.114;0.152;0;1;0;0;0
0.349;0.586;0.288;0.331;0.114;0.152;0;1;0;0;0
0.349;0.586;0.288;0.331;0.114;0.152;0;1;0;0;0
0.349;0.586;0.288;0.331;0.114;0.152;0;1;0;0;0
0.311;2.000;0.256;0.312;0.116;0.189;0;1;0;0;0
0.311;2.000;0.256;0.312;0.116;0.189;0;1;0;0;0
0.311;2.000;0.256;0.312;0.116;0.189;0;1;0;0;0
0.311;2.000;0.256;0.312;0.116;0.189;0;1;0;0;0
0.269;0.097;0.256;0.284;0.119;0.225;0;1;0;0;0
0.269;0.097;0.220;0.284;0.119;0.225;0;1;0;0;0
0.269;0.097;0.220;0.284;0.119;0.225;0;1;0;0;0
0.269;0.097;0.220;0.284;0.119;0.225;0;1;0;0;0
0.269;0.097;0.220;0.284;0.119;0.225;0;1;0;0;0
0.233;2.000;0.187;0.251;0.119;0.261;1;0;0;0;0
0.233;2.000;0.187;0.251;0.119;0.261;1;0;0;0;0
0.233;2.000;0.187;0.251;0.119;0.261;1;0;0;0;0
0.194;0.537;0.155;0.211;0.121;0.295;1;0;0;0;0
0.194;0.537;0.155;0.211;0.121;0.295;1;0;0;0;0
0.194;0.537;0.155;0.211;0.121;0.295;1;0;0;0;0
0.177;0.563;0.150;0.193;0.122;0.307;0;0;0;1;0
0.177;0.563;0.150;0.193;0.122;0.307;0;0;0;1;0
0.177;0.563;0.150;0.193;0.122;0.307;0;0;0;1;0
0.177;0.560;0.150;0.193;0.122;0.307;0;0;0;1;0
0.179;0.560;0.150;0.193;0.121;0.307;0;0;0;1;0
0.179;0.560;0.150;0.193;0.121;0.307;0;0;0;1;0
0.179;0.560;0.150;0.193;0.121;0.307;0;0;0;1;0
0.179;0.560;0.150;0.193;0.121;0.307;0;0;0;1;0
0.200;0.452;0.153;0.182;0.123;0.313;0;0;0;1;0
0.200;0.452;0.153;0.182;0.123;0.313;0;0;0;1;0
0.200;0.452;0.153;0.182;0.123;0.313;0;0;0;1;0
0.200;0.452;0.153;0.182;0.123;0.313;0;0;0;1;0
0.200;0.452;0.153;0.182;0.123;0.313;0;0;0;1;0
0.218;0.298;0.155;0.168;0.125;0.328;0;0;0;1;0
0.218;0.298;0.155;0.168;0.125;0.328;0;0;0;1;0
0.218;0.298;0.155;0.168;0.125;0.328;0;0;0;1;0
0.218;0.298;0.155;0.168;0.125;0.328;0;0;0;1;0
0.237;0.222;0.153;0.155;0.128;0.343;0;0;0;1;0
0.237;0.222;0.153;0.155;0.128;0.343;0;0;0;1;0
0.237;0.222;0.153;0.155;0.128;0.343;0;0;0;1;0
0.237;0.222;0.153;0.155;0.128;0.343;0;0;0;1;0
0.261;0.190;0.154;0.144;0.134;0.330;0;0;0;1;0
0.261;0.190;0.154;0.144;0.134;0.330;0;0;0;1;0
0.261;0.190;0.154;0.144;0.134;0.330;0;0;0;1;0
0.261;0.190;0.154;0.144;0.134;0.330;0;0;0;1;0
0.296;0.174;0.158;0.138;0.140;0.288;0;0;0;1;0
0.296;0.174;0.158;0.138;0.140;0.288;0;0;0;1;0
0.296;0.174;0.158;0.138;0.140;0.288;0;0;0;1;0
0.296;0.174;0.158;0.138;0.140;0.288;0;0;0;1;0
0.296;0.174;0.158;0.138;0.140;0.288;0;0;0;1;0
0.376;0.160;0.161;0.132;0.150;0.232;0;0;0;1;0
0.376;0.160;0.161;0.132;0.150;0.232;0;0;0;1;0
0.376;0.160;0.161;0.132;0.150;0.232;0;0;0;1;0
0.514;0.151;0.167;0.126;0.164;0.192;1;0;0;0;0
0.514;0.151;0.167;0.126;0.164;0.192;1;0;0;0;0
0.514;0.151;0.167;0.126;0.164;0.192;1;0;0;0;0
0.514;0.151;0.167;0.126;0.164;0.192;1;0;0;0;0
0.514;0.151;0.167;0.126;0.164;0.192;1;0;0;0;0
0.554;0.155;0.175;0.124;0.185;0.165;0;1;0;0;0
0.554;0.155;0.175;0.124;0.185;0.165;0;1;0;0;0
0.554;0.155;0.175;0.124;0.185;0.165;0;1;0;0;0
0.554;0.155;0.175;0.124;0.185;0.165;0;1;0;0;0
0.552;0.153;0.173;0.123;0.186;0.167;0;1;0;0;0
0.552;0.153;0.173;0.123;0.186;0.167;0;1;0;0;0
0.552;0.153;0.173;0.123;0.186;0.167;1;0;0;0;0
0.544;0.165;0.150;0.104;0.201;0.191;1;0;0;0;0
0.525;0.195;0.127;0.086;0.199;0.211;1;0;0;0;0
0.525;0.195;0.127;0.086;0.199;0.211;1;0;0;0;0
0.523;0.196;0.126;0.086;0.199;0.212;0;0;0;1;0
0.523;0.197;0.126;0.086;0.199;0.212;0;0;0;1;0
0.523;0.197;0.126;0.086;0.199;0.212;0;0;0;1;0
0.523;0.197;0.126;0.086;0.199;0.212;0;0;0;1;0
0.520;0.185;0.137;0.087;0.189;0.191;0;0;0;1;0
0.520;0.185;0.137;0.087;0.189;0.191;0;0;0;1;0
0.520;0.185;0.137;0.087;0.189;0.191;0;0;0;1;0
0.520;0.185;0.137;0.087;0.189;0.191;0;0;0;1;0
0.508;0.167;0.167;0.092;0.155;0.154;0;0;0;1;0
0.508;0.167;0.167;0.092;0.155;0.154;0;0;0;1;0
0.508;0.167;0.167;0.092;0.155;0.154;0;0;0;1;0
0.504;0.221;0.207;0.100;0.131;0.127;0;0;0;1;0
0.504;0.221;0.207;0.100;0.131;0.127;0;0;0;1;0
0.504;0.221;0.207;0.100;0.131;0.127;0;0;0;1;0
0.504;0.221;0.207;0.100;0.131;0.127;0;0;0;1;0
0.505;0.454;0.331;0.112;0.109;0.110;0;0;0;1;0
0.505;0.454;0.331;0.112;0.109;0.110;0;0;0;1;0
0.505;0.454;0.331;0.112;0.109;0.110;0;0;0;1;0
0.505;0.454;0.331;0.112;0.109;0.110;0;0;0;1;0
0.511;0.491;0.532;0.123;0.094;0.101;0;0;0;1;0
0.511;0.491;0.532;0.123;0.094;0.101;0;0;0;1;0
0.511;0.491;0.532;0.123;0.094;0.101;0;0;0;1;0
0.511;0.491;0.532;0.123;0.094;0.101;0;0;0;1;0
0.512;0.484;0.520;0.138;0.082;0.101;0;0;0;1;0
0.512;0.484;0.520;0.138;0.082;0.101;0;0;0;1;0
0.512;0.484;0.520;0.138;0.082;0.101;0;0;0;1;0
0.512;0.484;0.520;0.138;0.082;0.101;0;0;0;1;0
0.495;0.481;0.510;0.154;0.076;0.104;0;0;0;1;0
0.495;0.481;0.510;0.154;0.076;0.104;0;0;0;1;0
0.495;0.481;0.510;0.154;0.076;0.104;0;0;0;1;0
0.495;0.481;0.510;0.154;0.076;0.104;0;0;0;1;0
0.462;0.477;0.506;0.171;0.072;0.107;0;0;0;1;0
0.462;0.477;0.506;0.171;0.072;0.107;0;0;0;1;0
0.462;0.477;0.506;0.171;0.072;0.107;1;0;0;0;0
0.462;0.477;0.506;0.171;0.072;0.107;1;0;0;0;0
0.387;0.481;0.501;0.197;0.070;0.111;1;0;0;0;0
0.387;0.481;0.501;0.197;0.070;0.111;1;0;0;0;0
0.345;0.481;0.491;0.208;0.071;0.113;0;1;0;0;0
0.345;0.481;0.491;0.208;0.071;0.113;0;1;0;0;0
0.345;0.481;0.491;0.208;0.071;0.113;0;1;0;0;0
0.347;0.480;0.499;0.207;0.071;0.116;0;1;0;0;0
0.347;0.480;0.499;0.207;0.071;0.116;0;1;0;0;0
0.347;0.480;0.499;0.207;0.071;0.116;0;1;0;0;0
0.347;0.480;0.499;0.207;0.071;0.116;0;1;0;0;0
0.354;0.479;0.478;0.216;0.070;0.145;0;1;0;0;0
0.354;0.479;0.478;0.216;0.070;0.145;0;1;0;0;0
0.354;0.479;0.478;0.216;0.070;0.145;0;1;0;0;0
0.354;0.479;0.478;0.216;0.070;0.145;0;1;0;0;0
0.369;0.476;0.446;0.341;0.070;0.181;0;1;0;0;0
0.369;0.476;0.446;0.341;0.070;0.181;0;1;0;0;0
0.369;0.476;0.446;0.341;0.070;0.181;0;1;0;0;0
0.369;0.476;0.446;0.341;0.070;0.181;0;1;0;0;0
0.369;0.476;0.446;0.341;0.070;0.181;0;1;0;0;0
0.377;2.000;0.412;0.465;0.072;0.219;0;1;0;0;0
0.377;2.000;0.412;0.465;0.072;0.219;0;1;0;0;0
0.377;2.000;0.412;0.465;0.072;0.219;0;1;0;0;0
0.377;2.000;0.412;0.465;0.072;0.219;0;1;0;0;0
0.374;0.149;0.376;0.447;0.070;0.256;0;1;0;0;0
0.374;0.149;0.376;0.447;0.070;0.256;0;1;0;0;0
0.374;0.149;0.376;0.447;0.070;0.256;0;1;0;0;0
0.374;0.149;0.376;0.447;0.070;0.256;0;1;0;0;0
0.361;0.150;0.344;0.416;0.068;0.291;0;1;0;0;0
0.361;0.150;0.344;0.416;0.068;0.291;0;1;0;0;0
0.361;0.150;0.344;0.416;0.068;0.291;0;1;0;0;0
0.361;0.150;0.344;0.416;0.068;0.291;0;1;0;0;0
0.341;0.151;0.310;0.373;0.071;0.326;0;1;0;0;0
0.341;0.151;0.310;0.373;0.071;0.326;0;1;0;0;0
0.341;0.151;0.310;0.373;0.071;0.326;1;0;0;0;0
0.341;0.151;0.310;0.373;0.071;0.326;1;0;0;0;0
0.314;0.152;0.280;0.338;0.070;0.326;1;0;0;0;0
0.296;0.152;0.257;0.338;0.068;0.360;1;0;0;0;0
0.296;0.153;0.257;0.324;0.068;0.360;1;0;0;0;0
0.296;0.153;0.257;0.324;0.068;0.368;1;0;0;0;0
0.296;0.153;0.257;0.324;0.068;0.368;1;0;0;0;0
0.296;0.153;0.257;0.324;0.068;0.368;1;0;0;0;0
0.294;0.154;0.258;0.326;0.069;0.368;0;1;0;0;0
0.294;0.154;0.258;0.326;0.069;0.368;0;1;0;0;0
0.294;0.154;0.258;0.326;0.069;0.368;0;1;0;0;0
0.294;0.154;0.258;0.326;0.069;0.368;0;1;0;0;0
0.293;0.154;0.256;0.326;0.068;0.368;0;1;0;0;0
0.293;0.152;0.256;0.317;0.068;0.377;0;1;0;0;0
0.293;0.152;0.256;0.317;0.068;0.377;0;1;0;0;0
0.293;0.152;0.256;0.317;0.068;0.377;1;0;0;0;0
0.268;0.152;0.238;0.317;0.077;0.377;1;0;0;0;0
0.268;0.156;0.238;0.288;0.077;0.377;1;0;0;0;0
0.268;0.156;0.238;0.288;0.077;0.408;1;0;0;0;0
0.268;0.156;0.238;0.288;0.077;0.408;1;0;0;0;0
0.240;0.155;0.208;0.275;0.165;0.414;0;0;0;0;1
0.240;0.155;0.208;0.273;0.165;0.415;0;0;0;0;1
0.240;0.155;0.208;0.273;0.165;0.415;0;0;0;0;1
0.240;0.155;0.208;0.273;0.165;0.415;0;0;0;0;1
0.238;0.155;0.211;0.273;0.125;0.415;0;0;0;0;1
0.238;0.155;0.211;0.281;0.125;0.415;0;0;0;0;1
0.238;0.155;0.211;0.281;0.125;0.420;0;0;0;0;1
0.238;0.155;0.211;0.281;0.125;0.420;0;0;0;0;1
0.221;0.155;0.212;0.281;0.069;0.420;0;0;0;0;1
0.221;0.155;0.212;0.281;0.069;0.420;0;0;0;0;1
0.221;0.155;0.212;0.311;0.069;0.431;0;0;0;0;1
0.221;0.155;0.212;0.311;0.069;0.431;0;0;0;0;1
0.204;0.155;0.219;0.311;0.084;0.431;0;0;0;0;1
0.204;0.155;0.219;0.311;0.084;0.431;0;0;0;0;1
0.204;0.152;0.219;0.370;0.084;0.456;0;0;0;0;1
0.204;0.152;0.219;0.370;0.084;0.456;0;0;0;0;1
0.191;0.152;0.232;0.370;0.099;0.456;0;0;0;0;1
0.191;0.152;0.232;0.370;0.099;0.456;0;0;0;0;1
0.191;0.156;0.232;0.453;0.099;0.493;1;0;0;0;0
0.191;0.156;0.250;0.453;0.099;0.493;1;0;0;0;0
0.191;0.156;0.250;0.453;0.099;0.493;1;0;0;0;0
0.189;0.164;0.250;0.470;0.117;0.493;1;0;0;0;0
0.189;0.164;0.250;0.470;0.117;0.493;1;0;0;0;0
0.190;0.166;0.262;0.468;0.125;0.512;0;1;0;0;0
0.190;0.166;0.262;0.468;0.125;0.512;0;1;0;0;0
0.190;0.166;0.262;0.468;0.125;0.512;0;1;0;0;0
0.190;0.166;0.262;0.468;0.125;0.512;0;1;0;0;0
0.189;0.169;0.262;0.459;0.125;0.512;0;1;0;0;0
0.189;0.169;0.262;0.459;0.125;0.519;0;1;0;0;0
0.189;0.169;0.262;0.459;0.125;0.519;0;1;0;0;0
0.170;0.169;0.244;0.459;0.105;0.519;0;1;0;0;0
0.170;0.169;0.244;0.459;0.105;0.519;1;0;0;0;0
0.170;0.191;0.244;0.439;0.105;0.530;1;0;0;0;0
0.170;0.191;0.211;0.439;0.105;0.530;1;0;0;0;0
0.142;0.210;0.201;0.420;0.083;0.528;0;0;0;0;1
0.137;0.210;0.201;0.420;0.078;0.528;0;0;0;0;1
0.137;0.210;0.201;0.420;0.078;0.480;0;0;0;0;1
0.137;0.210;0.202;0.420;0.078;0.480;0;0;0;0;1
0.137;0.210;0.202;0.420;0.078;0.480;0;0;0;0;1
0.140;0.219;0.202;0.423;0.089;0.480;0;0;0;0;1
0.140;0.219;0.202;0.423;0.089;0.480;0;0;0;0;1
0.140;0.219;0.226;0.423;0.089;0.248;0;0;0;0;1
0.148;0.219;0.226;0.423;0.111;0.248;0;0;0;0;1
0.148;0.234;0.226;0.417;0.111;0.248;0;0;0;0;1
0.148;0.234;0.226;0.417;0.111;0.178;0;0;0;0;1
0.148;0.234;0.259;0.417;0.111;0.178;0;0;0;0;1
0.159;0.252;0.259;0.417;0.144;0.178;0;0;0;0;1
0.159;0.252;0.259;0.413;0.144;0.142;1;0;0;0;0
0.159;0.252;0.296;0.413;0.144;0.142;1;0;0;0;0
0.169;0.259;0.296;0.410;0.178;0.125;1;0;0;0;0
0.169;0.259;0.319;0.410;0.178;0.125;1;0;0;0;0
0.174;0.259;0.319;0.410;0.186;0.125;1;0;0;0;0
0.174;0.259;0.319;0.411;0.186;0.126;0;1;0;0;0
0.174;0.259;0.319;0.411;0.186;0.126;0;1;0;0;0
0.174;0.259;0.319;0.411;0.187;0.126;0;1;0;0;0
0.174;0.259;0.319;0.411;0.187;0.126;0;1;0;0;0
0.174;0.260;0.319;0.410;0.187;0.126;0;1;0;0;0
0.174;0.260;0.319;0.410;0.187;0.130;0;1;0;0;0
0.164;0.260;0.319;0.410;0.170;0.130;0;1;0;0;0
0.164;0.260;0.291;0.388;0.170;0.164;1;0;0;0;0
0.164;0.260;0.291;0.388;0.170;0.164;1;0;0;0;0
0.142;0.241;0.252;0.365;0.128;0.194;1;0;0;0;0
0.142;0.241;0.252;0.365;0.128;0.194;1;0;0;0;0
0.123;0.232;0.251;0.359;0.098;0.198;0;0;0;0;1
0.123;0.232;0.251;0.359;0.098;0.198;0;0;0;0;1
0.125;0.232;0.251;0.359;0.098;0.198;0;0;0;0;1
0.125;0.232;0.251;0.359;0.098;0.198;0;0;0;0;1
0.125;0.229;0.260;0.359;0.098;0.190;0;0;0;0;1
0.125;0.229;0.260;0.359;0.098;0.190;0;0;0;0;1
0.129;0.229;0.260;0.359;0.114;0.190;0;0;0;0;1
0.129;0.205;0.329;0.358;0.114;0.164;0;0;0;0;1
0.129;0.205;0.329;0.358;0.114;0.164;0;0;0;0;1
0.146;0.205;0.329;0.358;0.162;0.164;0;0;0;0;1
0.146;0.205;0.329;0.358;0.162;0.164;0;0;0;0;1
0.146;0.180;0.376;0.364;0.162;0.141;1;0;0;0;0
0.175;0.180;0.376;0.364;0.237;0.141;1;0;0;0;0
0.175;0.163;0.369;0.379;0.237;0.132;1;0;0;0;0
0.175;0.163;0.369;0.379;0.237;0.132;1;0;0;0;0
0.191;0.159;0.374;0.380;0.293;0.132;0;1;0;0;0
0.191;0.159;0.374;0.380;0.293;0.132;0;1;0;0;0
0.191;0.161;0.374;0.376;0.293;0.132;0;1;0;0;0
0.189;0.161;0.374;0.376;0.282;0.135;0;1;0;0;0
0.189;0.161;0.374;0.376;0.282;0.135;0;1;0;0;0
0.189;0.161;0.374;0.376;0.282;0.135;0;1;0;0;0
0.189;0.156;0.357;0.362;0.282;0.160;0;1;0;0;0
0.178;0.156;0.357;0.362;0.200;0.160;0;1;0;0;0
0.178;0.156;0.357;0.362;0.200;0.160;0;1;0;0;0
0.178;0.156;0.357;0.362;0.200;0.160;0;1;0;0;0
0.178;0.146;0.324;0.329;0.200;0.198;1;0;0;0;0
0.165;0.146;0.324;0.329;0.108;0.198;1;0;0;0;0
0.165;0.136;0.289;0.296;0.108;0.198;1;0;0;0;0
0.154;0.136;0.289;0.296;0.093;0.229;1;0;0;0;0
0.153;0.131;0.278;0.286;0.095;0.232;0;0;0;0;1
0.153;0.131;0.278;0.286;0.095;0.231;0;0;0;0;1
0.153;0.131;0.278;0.286;0.095;0.231;0;0;0;0;1
0.153;0.131;0.278;0.286;0.095;0.231;0;0;0;0;1
0.153;0.130;0.277;0.290;0.095;0.226;0;0;0;0;1
0.171;0.130;0.277;0.290;0.080;0.226;0;0;0;0;1
0.171;0.130;0.277;0.290;0.080;0.226;0;0;0;0;1
0.171;0.130;0.277;0.290;0.080;0.226;0;0;0;0;1
0.171;0.121;0.272;0.305;0.080;0.226;0;0;0;0;1
0.210;0.121;0.272;0.305;0.140;0.215;0;0;0;0;1
0.210;0.121;0.272;0.305;0.140;0.215;0;0;0;0;1
0.210;0.121;0.272;0.305;0.140;0.215;0;0;0;0;1
0.210;0.114;0.273;0.322;0.140;0.215;0;0;0;0;1
0.242;0.114;0.273;0.322;0.271;0.209;0;0;0;0;1
0.242;0.114;0.273;0.322;0.271;0.209;0;0;0;0;1
0.242;0.111;0.272;0.336;0.271;0.209;0;0;0;0;1
0.275;0.111;0.272;0.336;0.464;0.200;0;0;0;0;1
0.275;0.111;0.272;0.336;0.464;0.200;0;0;0;0;1
0.275;0.108;0.280;0.362;0.464;0.200;1;0;0;0;0
0.275;0.108;0.280;0.362;0.464;0.200;1;0;0;0;0
0.294;0.107;0.286;0.373;0.591;0.196;1;0;0;0;0
0.300;0.107;0.286;0.373;0.621;0.193;1;0;0;0;0
0.300;0.108;0.288;0.377;0.624;0.194;0;1;0;0;0
0.300;0.108;0.288;0.377;0.624;0.194;0;1;0;0;0
0.300;0.108;0.289;0.376;0.624;0.194;0;1;0;0;0
0.300;0.108;0.289;0.376;0.624;0.194;0;1;0;0;0
0.298;0.108;0.289;0.376;0.619;0.195;0;1;0;0;0
0.298;0.108;0.280;0.376;0.619;0.195;0;1;0;0;0
0.298;0.108;0.280;0.357;0.619;0.195;0;1;0;0;0
0.281;0.108;0.280;0.357;0.542;0.218;0;1;0;0;0
0.281;0.108;0.280;0.357;0.542;0.218;1;0;0;0;0
0.281;0.110;0.253;0.357;0.542;0.218;1;0;0;0;0
0.281;0.110;0.253;0.319;0.542;0.218;1;0;0;0;0
0.255;0.110;0.253;0.319;2.000;0.250;1;0;0;0;0
0.255;0.110;0.228;0.319;2.000;0.250;1;0;0;0;0
0.255;0.110;0.228;0.300;2.000;0.250;1;0;0;0;0
0.251;0.112;0.226;0.301;0.085;0.258;0;0;0;0;1
0.249;0.112;0.226;0.301;0.085;0.258;0;0;0;0;1
0.249;0.112;0.226;0.301;0.085;0.258;0;0;0;0;1
0.249;0.111;0.226;0.301;0.085;0.258;0;0;0;0;1
0.249;0.111;0.226;0.304;0.085;0.258;0;0;0;0;1
0.244;0.111;0.226;0.304;0.097;0.259;0;0;0;0;1
0.244;0.111;0.227;0.304;0.097;0.259;0;0;0;0;1
0.244;0.111;0.227;0.304;0.097;0.259;0;0;0;0;1
0.244;0.112;0.227;0.321;0.220;0.259;0;0;0;0;1
0.227;0.112;0.227;0.321;0.220;0.273;0;0;0;0;1
0.227;0.112;0.231;0.321;0.220;0.273;0;0;0;0;1
0.227;0.112;0.231;0.354;0.640;0.273;0;0;0;0;1
0.212;0.112;0.231;0.354;0.640;0.288;0;0;0;0;1
0.212;0.112;0.239;0.354;0.640;0.288;0;0;0;0;1
0.212;0.112;0.239;0.354;0.640;0.288;0;0;0;0;1
0.212;0.118;0.239;0.407;0.689;0.288;0;0;0;0;1
0.203;0.118;0.239;0.407;0.689;0.289;0;0;0;0;1
0.203;0.118;0.256;0.407;0.689;0.289;0;0;0;0;1
0.203;0.118;0.256;0.407;0.689;0.289;0;0;0;0;1
0.203;0.118;0.256;0.407;0.689;0.289;0;0;0;0;1
0.201;0.125;0.256;0.531;0.745;0.218;0;0;0;0;1
0.201;0.125;0.256;0.531;0.745;0.218;0;0;0;0;1
0.201;0.125;0.276;0.531;0.745;0.218;1;0;0;0;0
0.201;0.134;0.276;0.637;0.780;0.218;1;0;0;0;0
0.206;0.134;0.298;0.637;0.780;0.147;1;0;0;0;0
0.206;0.141;0.298;0.645;0.795;0.147;1;0;0;0;0
0.208;0.141;0.300;0.641;0.802;0.138;0;1;0;0;0
0.208;0.140;0.300;0.639;0.813;0.138;0;1;0;0;0
0.209;0.140;0.300;0.639;0.813;0.139;0;1;0;0;0
0.209;0.140;0.295;0.639;0.813;0.139;0;1;0;0;0
0.209;0.140;0.295;0.639;0.813;0.139;0;1;0;0;0
0.209;0.140;0.295;0.639;0.813;0.139;0;1;0;0;0
0.195;0.146;0.295;0.634;0.792;0.164;0;1;0;0;0
0.195;0.146;0.274;0.634;0.792;0.164;0;1;0;0;0
0.195;0.146;0.274;0.634;0.792;0.164;0;1;0;0;0
0.195;0.146;0.274;0.634;0.792;0.164;0;1;0;0;0
0.195;0.174;0.274;0.602;0.769;0.164;1;0;0;0;0
0.166;0.174;0.274;0.602;0.769;0.200;1;0;0;0;0
0.166;0.174;0.243;0.602;0.769;0.200;1;0;0;0;0
0.166;0.174;0.243;0.602;0.769;0.200;1;0;0;0;0
0.143;0.203;0.243;0.567;2.000;0.200;1;0;0;0;0
0.141;0.209;0.223;0.562;0.093;0.224;0;0;0;0;1
0.141;0.209;0.223;0.562;0.093;0.224;0;0;0;0;1
0.141;0.209;0.225;0.562;0.093;0.224;0;0;0;0;1
0.141;0.209;0.225;0.562;0.093;0.224;0;0;0;0;1
0.141;0.209;0.225;0.562;0.093;0.224;0;0;0;0;1
0.143;0.213;0.225;0.564;0.112;0.224;0;0;0;0;1
0.143;0.213;0.234;0.564;0.112;0.206;0;0;0;0;1
0.143;0.213;0.234;0.564;0.112;0.206;0;0;0;0;1
0.143;0.231;0.234;0.576;2.000;0.206;0;0;0;0;1
0.150;0.231;0.234;0.576;2.000;0.206;0;0;0;0;1
0.150;0.231;0.263;0.576;2.000;0.168;0;0;0;0;1
0.150;0.231;0.263;0.576;2.000;0.168;0;0;0;0;1
0.161;0.249;0.263;0.569;2.000;0.168;0;0;0;0;1
0.161;0.249;0.299;0.569;2.000;0.137;0;0;0;0;1
0.161;0.249;0.299;0.569;2.000;0.137;0;0;0;0;1
0.161;0.249;0.299;0.569;2.000;0.137;0;0;0;0;1
0.161;0.252;0.299;0.570;0.519;0.137;0;0;0;0;1
0.172;0.252;0.335;0.570;0.519;0.115;0;0;0;0;1
0.172;0.252;0.335;0.570;0.519;0.115;0;0;0;0;1
0.172;0.252;0.335;0.570;0.519;0.115;0;0;0;0;1
0.172;0.252;0.335;0.570;0.519;0.115;0;0;0;0;1
0.186;0.247;0.405;0.568;0.467;0.095;0;0;0;0;1
0.186;0.247;0.405;0.568;0.467;0.095;0;0;0;0;1
0.186;0.247;0.405;0.568;0.467;0.095;1;0;0;0;0
0.186;0.247;0.405;0.568;0.467;0.095;1;0;0;0;0
0.200;0.237;0.483;0.567;0.443;0.095;1;0;0;0;0
0.200;0.237;0.483;0.567;0.443;0.083;1;0;0;0;0
0.200;0.237;0.483;0.567;0.443;0.083;1;0;0;0;0
0.200;0.233;0.483;0.565;0.442;0.083;1;0;0;0;0
0.201;0.232;0.490;0.560;0.444;0.082;0;1;0;0;0
0.201;0.232;0.494;0.560;0.444;0.083;0;1;0;0;0
0.201;0.232;0.494;0.560;0.444;0.083;0;1;0;0;0
0.201;0.232;0.494;0.560;0.444;0.083;0;1;0;0;0
0.201;0.232;0.494;0.560;0.444;0.083;0;1;0;0;0
0.200;0.231;0.483;0.564;0.447;0.083;0;1;0;0;0
0.200;0.231;0.483;0.564;0.447;0.095;0;1;0;0;0
0.200;0.231;0.483;0.564;0.447;0.095;0;1;0;0;0
0.200;0.231;0.483;0.564;0.447;0.095;0;1;0;0;0
0.200;0.231;0.483;0.564;0.447;0.095;0;1;0;0;0
0.185;0.217;0.455;0.551;0.455;0.129;1;0;0;0;0
0.185;0.217;0.455;0.551;0.455;0.129;1;0;0;0;0
0.166;0.199;0.416;0.520;0.480;0.129;1;0;0;0;0
0.166;0.199;0.416;0.520;0.480;0.159;1;0;0;0;0
0.166;0.199;0.416;0.520;0.480;0.159;1;0;0;0;0
0.160;0.191;0.406;0.516;0.458;0.161;0;0;0;0;1
0.161;0.190;0.412;0.517;0.459;0.161;0;0;0;0;1
0.161;0.190;0.412;0.517;0.459;0.161;0;0;0;0;1
0.161;0.190;0.412;0.517;0.459;0.162;0;0;0;0;1
0.161;0.190;0.412;0.517;0.459;0.162;0;0;0;0;1
0.172;0.182;0.474;0.512;0.470;0.162;0;0;0;0;1
0.172;0.182;0.474;0.512;0.470;0.148;0;0;0;0;1
0.172;0.182;0.474;0.512;0.470;0.148;0;0;0;0;1
0.172;0.182;0.474;0.512;0.470;0.148;0;0;0;0;1
0.201;0.164;0.513;0.413;0.459;0.148;0;0;0;0;1
0.201;0.164;0.513;0.413;0.459;0.148;0;0;0;0;1
0.201;0.164;0.513;0.413;0.459;0.138;1;0;0;0;0
0.201;0.151;0.513;0.413;0.453;0.138;1;0;0;0;0
0.245;0.151;0.508;0.269;0.453;0.132;1;0;0;0;0
0.245;0.151;0.508;0.269;0.453;0.132;1;0;0;0;0
0.245;0.151;0.508;0.269;0.453;0.132;1;0;0;0;0
0.256;0.147;0.498;0.239;0.449;0.132;0;1;0;0;0
0.256;0.147;0.498;0.239;0.449;0.132;0;1;0;0;0
0.256;0.147;0.498;0.239;0.449;0.133;0;1;0;0;0
0.256;0.147;0.498;0.239;0.449;0.133;0;1;0;0;0
0.258;0.147;0.497;0.245;0.449;0.133;0;1;0;0;0
0.258;0.147;0.497;0.245;0.449;0.133;0;1;0;0;0
0.258;0.147;0.497;0.245;0.449;0.147;0;1;0;0;0
0.258;0.143;0.468;0.254;0.452;0.147;1;0;0;0;0
0.254;0.143;0.468;0.254;0.452;0.147;1;0;0;0;0
0.254;0.143;0.468;0.254;0.452;0.147;1;0;0;0;0
0.247;0.141;0.433;0.272;2.000;0.184;1;0;0;0;0
0.247;0.141;0.433;0.272;2.000;0.184;1;0;0;0;0
0.246;0.140;0.431;0.273;0.061;0.204;0;0;0;0;1
0.246;0.140;0.431;0.273;0.061;0.204;0;0;0;0;1
